order_id,date,day_of_week,pickup_area,delivery_area,distance_km,dabbawala_id,customer_type,tiffin_type,tiffin_weight_kg,delivery_time_min,status,payment_mode,charge_inr,monthly_subscription,customer_feedback,return_reason
DBW04344,2022-07-07,Thursday,Andheri,Bandra,9.09,DW094,Residential,Mix,1.98,57,Delivered,Cash,114.96,No,Good,
DBW04345,2022-10-01,Saturday,Bandra,Lower Parel,9.72,DW137,Residential,Veg,1.32,25,Delivered,Monthly-Pre-paid,91.73,No,Good,
DBW04346,2023-01-02,Monday,Kurla,Vikhroli,2.22,DW132,Residential,Mix,1.55,29,Delivered,Digital,44.09,Yes,Excellent,
DBW04347,2022-02-06,Sunday,Goregaon,Ghatkopar,12.27,DW076,Corporate,Mix,1.98,42,Delivered,Digital,117.52,No,nan,
DBW04348,2022-04-21,Thursday,Borivali,Vikhroli,5.47,DW142,Hospital,Non-Veg,2.18,45,Returned,Monthly-Pre-paid,87.69,Yes,Good,nan
DBW04349,2023-07-14,Friday,Thane,Ghatkopar,18.42,DW030,Corporate,Non-Veg,2.35,74,Delivered,Cash,188.44,No,Average,
DBW04350,2022-09-14,Wednesday,Ghatkopar,Churchgate,18.15,DW007,Residential,Non-Veg,1.22,54,Delivered,Cash,193.56,Yes,Average,
DBW04351,2023-03-21,Tuesday,Malad,Goregaon,22.02,DW061,Corporate,Mix,1.05,73,Delivered,Monthly-Pre-paid,189.88,No,Good,
DBW04352,2023-02-18,Saturday,Borivali,Malad,12.13,DW031,Residential,Veg,1.31,45,Delivered,Digital,135.23,Yes,Average,
DBW04353,2023-02-07,Tuesday,Lower Parel,Bandra,8.88,DW144,School,Veg,1.27,46,Delivered,Digital,101.31,No,Average,
DBW04354,2022-10-29,Saturday,Ghatkopar,Andheri,13.39,DW018,Corporate,Non-Veg,2.58,40,Delivered,Digital,100.48,No,Poor,
DBW04355,2022-12-19,Monday,Andheri,Lower Parel,14.99,DW081,Residential,Veg,2.47,65,Delivered,Monthly-Pre-paid,156.86,Yes,Excellent,
DBW04356,2023-08-25,Friday,Borivali,Vikhroli,4.32,DW116,Residential,Non-Veg,1.3,25,Delivered,Cash,83.94,No,Excellent,
DBW04357,2023-12-06,Wednesday,Borivali,Thane,4.95,DW017,Corporate,Mix,2.66,34,Delivered,Monthly-Pre-paid,93.19,No,Good,
DBW04358,2022-07-07,Thursday,Chembur,Vikhroli,11.49,DW007,Corporate,Non-Veg,2.44,46,Delivered,Digital,121.38,No,Good,
DBW04359,2023-05-04,Thursday,Goregaon,Worli,13.18,DW084,Residential,Mix,0.99,41,Delivered,Monthly-Pre-paid,147.86,No,Excellent,
DBW04360,2023-12-09,Saturday,Chembur,Dadar,9.99,DW136,Corporate,Non-Veg,1.28,37,Delivered,Monthly-Pre-paid,118.07,Yes,Good,
DBW04361,2022-01-06,Thursday,Sion,Kurla,4.81,DW003,Corporate,Veg,0.97,37,Delivered,Cash,57.11,Yes,Average,
DBW04362,2023-07-27,Thursday,Andheri,Lower Parel,12.47,DW004,Hospital,Non-Veg,1.76,43,Delivered,Cash,116.3,No,Poor,
DBW04363,2022-12-29,Thursday,Vikhroli,Goregaon,13.31,DW139,Residential,Non-Veg,1.81,59,Delivered,Cash,135.78,Yes,Excellent,
DBW04364,2023-12-08,Friday,Dadar,Thane,11.35,DW091,Residential,Veg,1.81,57,Delivered,Cash,117.24,No,Good,
DBW04365,2023-02-27,Monday,Vikhroli,Malad,8.97,DW106,Residential,Non-Veg,0.79,43,Delivered,Digital,103.06,Yes,Excellent,
DBW04366,2023-09-04,Monday,Borivali,Chembur,11.61,DW042,Residential,Veg,1.09,49,Delivered,Cash,116.64,No,nan,
DBW04367,2022-05-02,Monday,Lower Parel,Lower Parel,0.5,DW047,Residential,Mix,1.93,32,Delivered,Monthly-Pre-paid,37.19,No,Excellent,
DBW04368,2022-04-14,Thursday,Bandra,Borivali,19.46,DW071,Corporate,Non-Veg,2.11,70,Delivered,Monthly-Pre-paid,169.69,No,Excellent,
DBW04369,2023-11-08,Wednesday,Dadar,Vikhroli,6.76,DW033,Corporate,Veg,0.79,31,Delivered,Digital,106.93,No,Good,
DBW04370,2023-01-20,Friday,Borivali,Dadar,13.11,DW067,Residential,Veg,1.16,47,Delivered,Digital,107.57,Yes,Excellent,
DBW04371,2023-02-12,Sunday,Churchgate,Churchgate,0.5,DW144,School,Non-Veg,2.31,25,Delivered,Cash,32.78,No,Average,
DBW04372,2022-05-05,Thursday,Kurla,Malad,7.28,DW113,Corporate,Mix,1.19,39,Delivered,Digital,85.17,Yes,Excellent,
DBW04373,2022-06-15,Wednesday,Worli,Goregaon,13.48,DW131,School,Non-Veg,1.79,51,Delivered,Cash,135.8,Yes,Good,
DBW04374,2023-08-21,Monday,Borivali,Dadar,12.16,DW075,Residential,Mix,1.14,53,Delivered,Monthly-Pre-paid,114.61,Yes,Excellent,
DBW04375,2022-08-10,Wednesday,Bandra,Bandra,0.5,DW119,Residential,Veg,2.22,19,Delivered,Cash,11.33,No,Average,
DBW04376,2023-03-03,Friday,Chembur,Sion,9.81,DW064,Corporate,Mix,0.79,43,Delivered,Monthly-Pre-paid,112.07,No,Excellent,
DBW04377,2022-08-20,Saturday,Sion,Chembur,9.37,DW093,Corporate,Non-Veg,1.65,27,Delivered,Monthly-Pre-paid,101.88,Yes,Excellent,
DBW04378,2022-07-12,Tuesday,Malad,Andheri,0.5,DW110,Residential,Veg,2.27,21,Delivered,Cash,39.77,No,Poor,
DBW04379,2022-05-02,Monday,Worli,Sion,7.19,DW124,Corporate,Veg,2.11,46,Delivered,Digital,62.73,Yes,nan,
DBW04380,2023-11-10,Friday,Vikhroli,Kurla,2.05,DW139,Corporate,Non-Veg,1.57,32,Delivered,Monthly-Pre-paid,72.14,No,Good,
DBW04381,2023-11-18,Saturday,Thane,Ghatkopar,16.98,DW016,Corporate,Veg,1.45,53,Delivered,Monthly-Pre-paid,164.61,Yes,Good,
DBW04382,2022-03-26,Saturday,Andheri,Bandra,7.98,DW120,School,Non-Veg,1.68,33,Delivered,Digital,48.21,No,Average,
DBW04383,2022-09-15,Thursday,Lower Parel,Goregaon,9.18,DW107,Corporate,Non-Veg,1.16,40,Delivered,Digital,106.27,Yes,Average,
DBW04384,2023-02-16,Thursday,Bandra,Kurla,12.24,DW111,Residential,Mix,1.75,56,Delivered,Cash,120.82,No,Good,
DBW04385,2022-10-07,Friday,Thane,Borivali,4.71,DW003,Corporate,Non-Veg,1.76,39,Delivered,Cash,50.69,No,Good,
DBW04386,2023-06-11,Sunday,Churchgate,Churchgate,1.03,DW074,Corporate,Mix,1.59,9,Delivered,Cash,56.74,No,Average,
DBW04387,2022-07-09,Saturday,Ghatkopar,Andheri,15.47,DW145,Corporate,Veg,2.3,51,Delivered,Cash,167.69,Yes,Good,
DBW04388,2022-02-12,Saturday,Bandra,Malad,11.74,DW136,Residential,Non-Veg,1.26,33,Delivered,Digital,129.05,No,Good,
DBW04389,2022-09-03,Saturday,Churchgate,Kurla,9.31,DW035,Residential,Non-Veg,0.95,49,Delayed,Monthly-Pre-paid,105.65,No,Good,
DBW04390,2023-03-13,Monday,Malad,Malad,0.5,DW073,Corporate,Veg,1.54,30,Delivered,Monthly-Pre-paid,41.57,Yes,Poor,
DBW04391,2022-05-12,Thursday,Churchgate,Ghatkopar,17.28,DW130,Hospital,Mix,1.86,55,Delivered,Digital,144.55,No,Good,
DBW04392,2023-08-19,Saturday,Goregaon,Chembur,23.96,DW140,Corporate,Non-Veg,1.75,74,Delivered,Digital,224.56,No,Good,
DBW04393,2022-01-09,Sunday,Bandra,Bandra,0.86,DW050,Hospital,Mix,1.72,16,Delivered,Monthly-Pre-paid,55.45,Yes,Average,
DBW04394,2022-02-19,Saturday,Sion,Andheri,11.15,DW121,Corporate,Mix,1.24,39,Delivered,Digital,134.77,No,Good,
DBW04395,2023-01-07,Saturday,Worli,Thane,11.59,DW126,Hospital,Mix,1.31,25,Delivered,Digital,106.98,No,Good,
DBW04396,2023-01-09,Monday,Dadar,Lower Parel,8.19,DW023,School,Non-Veg,1.56,45,Delivered,Cash,98.32,No,Good,
DBW04397,2022-08-04,Thursday,Thane,Sion,4.81,DW005,Hospital,Mix,1.52,49,Delayed,Digital,51.6,No,Excellent,
DBW04398,2022-07-08,Friday,Thane,Sion,3.33,DW008,Corporate,Mix,2.35,39,Delivered,Cash,59.02,Yes,Poor,
DBW04399,2022-02-20,Sunday,Lower Parel,Goregaon,9.47,DW022,Residential,Mix,1.93,35,Delivered,Digital,94.45,Yes,Excellent,
DBW04400,2023-04-29,Saturday,Vikhroli,Lower Parel,10.79,DW112,Hospital,Mix,1.53,35,Delivered,Monthly-Pre-paid,103.26,Yes,nan,
DBW04401,2022-10-04,Tuesday,Goregaon,Worli,11.98,DW059,Residential,Mix,2.35,46,Delivered,Monthly-Pre-paid,131.23,No,nan,
DBW04402,2022-03-28,Monday,Lower Parel,Borivali,17.74,DW103,Corporate,Mix,2.02,68,Delivered,Monthly-Pre-paid,161.03,Yes,Poor,
DBW04403,2022-10-19,Wednesday,Bandra,Ghatkopar,8.97,DW014,Residential,Veg,1.12,44,Delivered,Digital,89.87,No,Excellent,
DBW04404,2023-11-16,Thursday,Ghatkopar,Goregaon,12.18,DW091,Corporate,Non-Veg,0.5,38,Delivered,Digital,132.75,No,Excellent,
DBW04405,2022-07-10,Sunday,Kurla,Kurla,1.3,DW112,Residential,Non-Veg,1.14,34,Delayed,Digital,18.21,Yes,Average,
DBW04406,2023-10-16,Monday,Ghatkopar,Lower Parel,3.21,DW147,Corporate,Mix,2.1,35,Delivered,Cash,50.83,No,Excellent,
DBW04407,2022-07-08,Friday,Worli,Bandra,18.92,DW048,Residential,Mix,2.25,73,Delivered,Monthly-Pre-paid,158.28,No,nan,
DBW04408,2022-05-16,Monday,Sion,Vikhroli,6.14,DW082,Corporate,Mix,0.97,40,Delivered,Cash,58.76,No,Average,
DBW04409,2022-07-10,Sunday,Dadar,Malad,5.59,DW073,Corporate,Non-Veg,2.13,22,Delivered,Monthly-Pre-paid,92.26,No,Poor,
DBW04410,2022-08-24,Wednesday,Ghatkopar,Worli,19.04,DW053,Corporate,Mix,2.11,82,Delayed,Monthly-Pre-paid,176.1,Yes,nan,
DBW04411,2022-03-30,Wednesday,Andheri,Goregaon,20.37,DW096,School,Veg,2.5,78,Delivered,Monthly-Pre-paid,182.2,No,nan,
DBW04412,2023-03-05,Sunday,Borivali,Dadar,12.59,DW085,Residential,Mix,2.28,41,Delivered,Cash,143.5,No,Excellent,
DBW04413,2022-09-01,Thursday,Goregaon,Bandra,19.96,DW125,Residential,Veg,2.48,62,Delivered,Monthly-Pre-paid,213.93,No,nan,
DBW04414,2023-06-09,Friday,Borivali,Dadar,12.79,DW005,Residential,Non-Veg,2.04,60,Delivered,Cash,136.07,No,Excellent,
DBW04415,2022-12-25,Sunday,Dadar,Bandra,7.37,DW034,Residential,Mix,2.03,28,Delivered,Cash,104.31,Yes,Average,
DBW04416,2022-11-20,Sunday,Malad,Dadar,6.08,DW087,Corporate,Mix,1.63,36,Delayed,Monthly-Pre-paid,70.33,No,Average,
DBW04417,2022-12-10,Saturday,Ghatkopar,Kurla,15.03,DW087,Residential,Veg,2.21,50,Delivered,Digital,151.03,Yes,Excellent,
DBW04418,2022-04-25,Monday,Churchgate,Andheri,14.84,DW136,Corporate,Non-Veg,1.13,58,Delivered,Monthly-Pre-paid,148.83,Yes,Good,
DBW04419,2023-06-05,Monday,Thane,Worli,11.58,DW102,Residential,Non-Veg,1.73,61,Delivered,Digital,127.46,Yes,Average,
DBW04420,2022-03-18,Friday,Churchgate,Goregaon,7.96,DW001,Corporate,Mix,2.07,74,Delayed,Cash,108.19,No,Good,
DBW04421,2023-06-11,Sunday,Malad,Bandra,9.39,DW074,Hospital,Veg,2.5,58,Delayed,Cash,83.07,No,Average,
DBW04422,2023-12-31,Sunday,Sion,Sion,0.5,DW127,Residential,Mix,1.56,30,Delayed,Monthly-Pre-paid,20.65,No,Excellent,
DBW04423,2023-07-12,Wednesday,Malad,Ghatkopar,14.51,DW131,Corporate,Non-Veg,2.28,53,Delivered,Digital,138.77,No,Good,
DBW04424,2022-11-29,Tuesday,Lower Parel,Goregaon,9.58,DW121,Residential,Mix,1.7,40,Delivered,Cash,92.07,No,Average,
DBW04425,2022-08-18,Thursday,Ghatkopar,Thane,18.0,DW072,Corporate,Mix,2.29,65,Delivered,Cash,177.41,No,Excellent,
DBW04426,2023-09-29,Friday,Goregaon,Bandra,20.26,DW016,Corporate,Non-Veg,1.4,71,Delivered,Monthly-Pre-paid,195.32,No,Average,
DBW04427,2022-07-07,Thursday,Thane,Kurla,4.02,DW032,Hospital,Non-Veg,2.16,39,Delivered,Cash,63.05,Yes,Good,
DBW04428,2022-12-19,Monday,Malad,Andheri,0.56,DW128,Residential,Mix,1.75,26,Delivered,Cash,28.41,No,nan,
DBW04429,2023-07-17,Monday,Worli,Lower Parel,15.35,DW052,Residential,Mix,1.21,54,Delivered,Digital,173.04,No,nan,
DBW04430,2023-11-05,Sunday,Sion,Lower Parel,17.43,DW115,Residential,Mix,1.72,63,Delivered,Monthly-Pre-paid,172.69,Yes,Average,
DBW04431,2023-11-04,Saturday,Vikhroli,Churchgate,8.84,DW006,Corporate,Non-Veg,2.46,32,Delivered,Cash,98.48,Yes,Good,
DBW04432,2022-03-06,Sunday,Sion,Borivali,0.5,DW074,Corporate,Non-Veg,1.29,8,Delivered,Monthly-Pre-paid,35.0,Yes,Good,
DBW04433,2023-10-18,Wednesday,Lower Parel,Bandra,8.96,DW143,Residential,Veg,1.06,41,Delivered,Digital,112.83,Yes,Good,
DBW04434,2022-03-25,Friday,Dadar,Kurla,6.82,DW037,Residential,Non-Veg,2.0,50,Delivered,Monthly-Pre-paid,87.8,No,Average,
DBW04435,2023-03-03,Friday,Andheri,Ghatkopar,14.57,DW005,Corporate,Veg,0.96,51,Delivered,Digital,133.61,No,Good,
DBW04436,2023-11-10,Friday,Borivali,Vikhroli,4.28,DW044,Corporate,Mix,2.58,40,Delivered,Digital,90.68,No,Excellent,
DBW04437,2023-04-24,Monday,Dadar,Churchgate,13.86,DW010,Corporate,Veg,2.57,52,Delivered,Cash,147.83,No,Good,
DBW04438,2023-11-23,Thursday,Worli,Sion,5.71,DW092,Corporate,Mix,2.32,39,Delivered,Monthly-Pre-paid,58.37,No,Good,
DBW04439,2022-09-09,Friday,Churchgate,Thane,13.69,DW029,Corporate,Mix,1.79,43,Delivered,Cash,112.32,No,Poor,
DBW04440,2022-08-18,Thursday,Churchgate,Kurla,11.47,DW037,Corporate,Non-Veg,2.63,59,Delivered,Digital,132.06,No,Good,
DBW04441,2022-08-27,Saturday,Chembur,Goregaon,23.28,DW089,Residential,Mix,2.47,71,Delivered,Cash,235.65,Yes,Good,
DBW04442,2022-09-17,Saturday,Churchgate,Worli,3.61,DW049,Corporate,Non-Veg,1.53,16,Delivered,Digital,65.68,No,Good,
DBW04443,2023-05-14,Sunday,Dadar,Goregaon,14.25,DW098,Corporate,Mix,2.52,50,Delivered,Monthly-Pre-paid,153.17,Yes,Good,
DBW04444,2022-11-27,Sunday,Vikhroli,Thane,5.65,DW140,Residential,Mix,1.34,26,Delivered,Cash,84.76,No,Good,
DBW04445,2023-06-23,Friday,Malad,Dadar,6.66,DW140,Hospital,Veg,1.7,44,Delivered,Cash,83.37,Yes,Average,
DBW04446,2022-10-31,Monday,Churchgate,Worli,3.0,DW110,Corporate,Mix,0.9,29,Delivered,Monthly-Pre-paid,28.74,No,Poor,
DBW04447,2022-08-13,Saturday,Sion,Churchgate,8.26,DW146,Corporate,Mix,1.87,25,Delivered,Monthly-Pre-paid,85.64,No,Average,
DBW04448,2022-05-19,Thursday,Churchgate,Malad,17.4,DW111,Residential,Veg,1.65,77,Returned,Digital,181.09,No,Good,Wrong Address
DBW04449,2023-02-07,Tuesday,Sion,Lower Parel,16.5,DW011,Corporate,Veg,1.57,57,Delivered,Cash,170.76,Yes,Good,
DBW04450,2023-10-18,Wednesday,Chembur,Worli,17.28,DW144,Corporate,Veg,1.72,61,Delivered,Digital,165.29,No,Good,
DBW04451,2023-09-20,Wednesday,Thane,Sion,4.02,DW086,Residential,Mix,1.51,25,Delivered,Cash,53.9,No,Average,
DBW04452,2022-07-04,Monday,Sion,Ghatkopar,18.78,DW001,Corporate,Mix,1.82,72,Delivered,Digital,182.86,No,Poor,
DBW04453,2022-12-15,Thursday,Goregaon,Kurla,16.77,DW094,Hospital,Non-Veg,2.44,66,Delivered,Digital,158.98,No,Poor,
DBW04454,2023-05-30,Tuesday,Ghatkopar,Bandra,10.77,DW037,Hospital,Mix,1.27,51,Delivered,Monthly-Pre-paid,114.94,Yes,Poor,
DBW04455,2023-03-24,Friday,Borivali,Ghatkopar,20.76,DW081,Corporate,Mix,2.23,75,Delivered,Digital,198.06,No,Good,
DBW04456,2022-02-19,Saturday,Borivali,Ghatkopar,19.3,DW099,Corporate,Non-Veg,1.91,50,Delivered,Digital,172.71,Yes,Poor,
DBW04457,2023-03-08,Wednesday,Dadar,Borivali,11.68,DW005,School,Mix,1.99,60,Returned,Cash,135.46,Yes,Good,Customer Unavailable
DBW04458,2022-01-29,Saturday,Ghatkopar,Goregaon,9.67,DW066,Residential,Mix,1.78,37,Delivered,Digital,104.88,Yes,Excellent,
DBW04459,2022-03-27,Sunday,Churchgate,Sion,10.73,DW009,School,Mix,1.44,56,Delayed,Monthly-Pre-paid,123.14,Yes,Good,
DBW04460,2023-04-23,Sunday,Lower Parel,Andheri,13.8,DW017,Residential,Non-Veg,2.02,49,Delivered,Digital,141.36,No,Good,
DBW04461,2022-03-16,Wednesday,Goregaon,Ghatkopar,11.99,DW032,Corporate,Veg,2.06,63,Delivered,Digital,149.02,Yes,Average,
DBW04462,2022-09-05,Monday,Kurla,Lower Parel,10.67,DW118,Corporate,Veg,1.4,48,Delivered,Digital,123.49,Yes,Poor,
DBW04463,2023-03-06,Monday,Borivali,Vikhroli,4.17,DW062,Corporate,Mix,1.13,45,Delayed,Cash,69.51,Yes,Poor,
DBW04464,2023-04-24,Monday,Malad,Lower Parel,14.46,DW008,Hospital,Mix,1.84,61,Delivered,Digital,151.23,No,Average,
DBW04465,2022-11-22,Tuesday,Lower Parel,Andheri,12.93,DW113,Corporate,Mix,2.18,58,Delivered,Cash,164.66,No,Average,
DBW04466,2022-03-10,Thursday,Sion,Malad,11.56,DW082,Residential,Veg,2.3,62,Delivered,Monthly-Pre-paid,121.79,No,Excellent,
DBW04467,2023-08-07,Monday,Worli,Worli,0.5,DW022,Residential,Mix,2.4,29,Delivered,Cash,36.46,No,Excellent,
DBW04468,2023-11-25,Saturday,Sion,Andheri,11.91,DW085,Hospital,Veg,1.99,37,Delivered,Monthly-Pre-paid,126.82,No,Excellent,
DBW04469,2023-10-11,Wednesday,Thane,Malad,7.81,DW038,Residential,Non-Veg,1.67,37,Delivered,Digital,62.99,Yes,Good,
DBW04470,2023-07-01,Saturday,Bandra,Malad,10.56,DW096,Corporate,Mix,1.8,43,Delivered,Digital,115.91,No,Poor,
DBW04471,2022-10-21,Friday,Vikhroli,Borivali,3.24,DW143,Corporate,Veg,1.18,39,Delivered,Digital,71.17,No,Average,
DBW04472,2023-10-02,Monday,Andheri,Churchgate,15.11,DW048,Residential,Non-Veg,1.46,69,Delivered,Cash,158.61,No,Average,
DBW04473,2022-12-23,Friday,Bandra,Goregaon,18.75,DW112,Hospital,Mix,1.77,63,Delivered,Digital,202.66,No,Excellent,
DBW04474,2022-04-10,Sunday,Ghatkopar,Malad,16.32,DW004,Residential,Veg,1.67,41,Delivered,Digital,172.31,Yes,Average,
DBW04475,2023-09-13,Wednesday,Dadar,Worli,15.83,DW062,Residential,Veg,1.85,60,Delivered,Monthly-Pre-paid,164.13,Yes,Average,
DBW04476,2022-08-22,Monday,Churchgate,Chembur,18.8,DW134,Hospital,Non-Veg,1.11,64,Delivered,Monthly-Pre-paid,193.76,No,Good,
DBW04477,2023-11-17,Friday,Bandra,Vikhroli,13.27,DW012,Corporate,Mix,1.22,76,Delayed,Monthly-Pre-paid,141.63,No,Excellent,
DBW04478,2022-09-26,Monday,Sion,Bandra,16.21,DW140,Corporate,Non-Veg,2.19,68,Delivered,Monthly-Pre-paid,155.48,No,Average,
DBW04479,2023-09-27,Wednesday,Andheri,Thane,8.57,DW015,Hospital,Non-Veg,1.38,36,Delivered,Monthly-Pre-paid,96.61,No,Excellent,
DBW04480,2023-01-28,Saturday,Vikhroli,Dadar,6.55,DW073,Residential,Non-Veg,1.46,33,Delivered,Cash,46.68,No,Good,
DBW04481,2022-12-08,Thursday,Worli,Malad,18.91,DW028,Hospital,Veg,1.85,58,Delivered,Cash,205.18,No,nan,
DBW04482,2022-08-05,Friday,Ghatkopar,Borivali,18.85,DW004,Corporate,Non-Veg,1.33,58,Delivered,Monthly-Pre-paid,177.79,Yes,Excellent,
DBW04483,2023-09-03,Sunday,Goregaon,Borivali,19.44,DW053,Residential,Mix,2.35,71,Returned,Monthly-Pre-paid,169.86,No,Excellent,nan
DBW04484,2022-02-14,Monday,Worli,Goregaon,14.24,DW088,Corporate,Non-Veg,1.17,53,Delivered,Cash,138.4,No,Good,
DBW04485,2022-12-09,Friday,Churchgate,Ghatkopar,15.55,DW109,Corporate,Mix,1.8,80,Delayed,Digital,180.76,No,Excellent,
DBW04486,2022-09-27,Tuesday,Worli,Goregaon,13.72,DW048,Corporate,Non-Veg,1.43,47,Delivered,Monthly-Pre-paid,140.84,Yes,Average,
DBW04487,2023-02-01,Wednesday,Malad,Worli,16.72,DW074,Residential,Mix,1.88,75,Delayed,Monthly-Pre-paid,167.61,No,Excellent,
DBW04488,2022-07-05,Tuesday,Lower Parel,Dadar,6.92,DW028,Corporate,Non-Veg,1.55,38,Delivered,Monthly-Pre-paid,116.69,Yes,Excellent,
DBW04489,2023-05-01,Monday,Goregaon,Borivali,18.17,DW110,Corporate,Non-Veg,1.79,53,Delivered,Digital,187.9,No,Good,
DBW04490,2022-10-09,Sunday,Sion,Goregaon,18.7,DW026,Corporate,Mix,2.41,52,Delivered,Digital,175.25,No,Poor,
DBW04491,2022-05-18,Wednesday,Kurla,Dadar,6.95,DW130,Corporate,Veg,1.46,50,Delayed,Digital,60.06,No,Good,
DBW04492,2022-05-24,Tuesday,Andheri,Ghatkopar,14.2,DW027,Residential,Non-Veg,1.45,65,Returned,Monthly-Pre-paid,153.2,Yes,Excellent,nan
DBW04493,2023-05-24,Wednesday,Borivali,Chembur,10.96,DW100,Residential,Mix,1.64,63,Delayed,Monthly-Pre-paid,107.53,No,Good,
DBW04494,2022-07-11,Monday,Chembur,Ghatkopar,19.43,DW050,Residential,Mix,2.54,84,Delivered,Digital,195.33,No,Excellent,
DBW04495,2022-08-13,Saturday,Sion,Thane,3.92,DW150,Corporate,Veg,1.76,38,Delivered,Monthly-Pre-paid,60.64,No,Excellent,
DBW04496,2023-04-03,Monday,Lower Parel,Churchgate,10.86,DW043,Residential,Mix,2.42,58,Delivered,Digital,123.05,No,Good,
DBW04497,2022-08-29,Monday,Vikhroli,Chembur,11.3,DW143,Corporate,Non-Veg,1.71,57,Delivered,Digital,133.81,Yes,Poor,
DBW04498,2022-10-11,Tuesday,Churchgate,Dadar,13.02,DW126,Residential,Non-Veg,2.39,50,Delivered,Monthly-Pre-paid,108.19,No,Poor,
DBW04499,2022-06-28,Tuesday,Bandra,Borivali,17.5,DW071,Hospital,Veg,2.0,61,Delivered,Monthly-Pre-paid,171.91,Yes,Average,
DBW04500,2022-09-10,Saturday,Kurla,Borivali,5.99,DW075,Residential,Veg,2.08,33,Delivered,Cash,77.66,No,Poor,
DBW04501,2023-05-21,Sunday,Churchgate,Chembur,18.66,DW054,School,Non-Veg,1.08,41,Delivered,Cash,183.56,No,Good,
DBW04502,2023-01-25,Wednesday,Chembur,Dadar,12.92,DW065,Corporate,Non-Veg,1.01,45,Delivered,Cash,140.91,Yes,nan,
DBW04503,2023-12-30,Saturday,Andheri,Churchgate,16.57,DW070,Residential,Veg,2.34,55,Delivered,Cash,164.8,Yes,Poor,
DBW04504,2023-07-18,Tuesday,Borivali,Ghatkopar,20.62,DW022,Residential,Mix,2.33,79,Delivered,Cash,185.25,No,Average,
DBW04505,2022-01-13,Thursday,Dadar,Kurla,6.23,DW049,Residential,Non-Veg,3.01,39,Delivered,Monthly-Pre-paid,62.91,No,Excellent,
DBW04506,2022-10-04,Tuesday,Lower Parel,Bandra,7.76,DW132,Residential,Veg,1.06,31,Delivered,Digital,68.3,Yes,Average,
DBW04507,2022-07-31,Sunday,Borivali,Andheri,12.53,DW147,Corporate,Mix,2.04,42,Delivered,Cash,132.03,No,Poor,
DBW04508,2023-03-05,Sunday,Kurla,Kurla,0.5,DW009,Residential,Veg,1.29,24,Delivered,Monthly-Pre-paid,41.9,No,Good,
DBW04509,2022-07-13,Wednesday,Sion,Churchgate,9.32,DW110,Residential,Mix,1.43,26,Delivered,Monthly-Pre-paid,99.46,Yes,Good,
DBW04510,2023-12-07,Thursday,Thane,Bandra,14.74,DW036,Residential,Mix,1.55,62,Delivered,Monthly-Pre-paid,160.41,Yes,Good,
DBW04511,2022-08-07,Sunday,Vikhroli,Thane,5.56,DW099,Corporate,Mix,1.99,28,Delivered,Monthly-Pre-paid,72.77,Yes,Average,
DBW04512,2023-01-17,Tuesday,Malad,Lower Parel,15.08,DW094,Corporate,Mix,1.47,66,Delivered,Monthly-Pre-paid,149.34,No,nan,
DBW04513,2022-03-31,Thursday,Goregaon,Vikhroli,14.95,DW132,Hospital,Mix,1.82,54,Delivered,Monthly-Pre-paid,128.06,Yes,Good,
DBW04514,2023-10-27,Friday,Andheri,Thane,9.29,DW106,Corporate,Veg,2.22,51,Delivered,Monthly-Pre-paid,97.67,No,Excellent,
DBW04515,2023-10-28,Saturday,Dadar,Andheri,7.6,DW124,Corporate,Non-Veg,2.36,30,Delivered,Monthly-Pre-paid,104.63,No,Excellent,
DBW04516,2023-08-03,Thursday,Sion,Lower Parel,14.16,DW121,Corporate,Non-Veg,2.15,62,Delivered,Monthly-Pre-paid,164.28,No,Poor,
DBW04517,2022-09-14,Wednesday,Kurla,Andheri,4.65,DW098,Residential,Non-Veg,2.03,42,Delivered,Cash,64.38,No,Good,
DBW04518,2022-02-12,Saturday,Sion,Thane,1.94,DW062,Residential,Veg,1.73,21,Delivered,Monthly-Pre-paid,58.5,Yes,Poor,
DBW04519,2023-06-04,Sunday,Chembur,Borivali,12.77,DW051,School,Veg,1.52,27,Delivered,Cash,153.37,No,Excellent,
DBW04520,2022-11-10,Thursday,Ghatkopar,Vikhroli,13.59,DW053,Residential,Mix,2.07,76,Delayed,Cash,124.67,Yes,Excellent,
DBW04521,2023-12-24,Sunday,Goregaon,Chembur,23.93,DW054,Corporate,Mix,1.27,86,Delayed,Monthly-Pre-paid,226.17,Yes,Good,
DBW04522,2023-05-25,Thursday,Andheri,Dadar,5.66,DW044,Corporate,Mix,1.86,28,Delivered,Monthly-Pre-paid,78.12,No,Good,
DBW04523,2023-01-29,Sunday,Worli,Borivali,5.94,DW047,Corporate,Non-Veg,1.26,33,Delayed,Monthly-Pre-paid,93.66,Yes,nan,
DBW04524,2023-12-22,Friday,Vikhroli,Churchgate,6.45,DW086,Residential,Non-Veg,1.78,59,Delivered,Cash,69.05,No,Excellent,
DBW04525,2023-08-08,Tuesday,Sion,Thane,2.49,DW041,School,Mix,1.27,21,Delivered,Monthly-Pre-paid,54.62,No,Average,
DBW04526,2022-12-01,Thursday,Ghatkopar,Kurla,14.73,DW053,Corporate,Mix,1.6,57,Delivered,Cash,144.0,No,nan,
